Trading_Day,Product,Maturity,Settlement_Price,Unit_Price,Traded_Volume,Unit_Volume
2024-09-09,FEUA,2029-12-01,"79,57",4,,3
2024-09-09,FEUA,2028-12-01,"76,57",4,,3
2024-09-09,FEUA,2027-12-01,"73,61",4,,3
2024-09-09,FEUA,2027-08-01,"72,70",4,,3
2024-09-09,FEUA,2027-07-01,"72,60",4,,3
2024-09-09,FEUA,2027-06-01,"72,53",4,,3
2024-09-09,FEUA,2026-12-01,"70,96",4,"40000,00",3
2024-09-09,FEUA,2026-09-01,"70,53",4,,3
2024-09-09,FEUA,2026-08-01,"70,27",4,,3
2024-09-09,FEUA,2026-07-01,"70,10",4,,3
2024-09-09,FEUA,2026-06-01,"69,96",4,,3
2024-09-09,FEUA,2026-03-01,"69,34",4,,3
2024-09-09,FEUA,2027-03-01,"71,86",4,,3
2024-09-09,FEUA,2025-09-01,"68,29",4,,3
2024-09-09,FEUA,2025-12-01,"68,73",4,"183000,00",3
2024-09-09,DEPY,2028-01-01,"82,81",2,,1
2024-09-09,DEPY,2029-01-01,"81,51",2,,1
2024-09-09,DEPY,2030-01-01,"81,41",2,,1
2024-09-09,FEUA,2024-10-01,"66,17",4,,3
2024-09-09,FEUA,2024-11-01,"66,35",4,,3
2024-09-09,FEUA,2024-09-01,"65,95",4,,3
2024-09-09,DEPY,2027-01-01,"85,52",2,"12528,00",1
2024-09-09,FEUA,2025-03-01,"67,25",4,"4000,00",3
2024-09-09,FEUA,2025-06-01,"67,81",4,,3
2024-09-09,FEUA,2025-07-01,"67,98",4,,3
2024-09-09,FEUA,2025-08-01,"68,08",4,,3
2024-09-09,FEUA,2024-12-01,"66,52",4,"542000,00",3
2024-09-10,G3BM,2024-11-01,"37,21",2,"296640,00",1
2024-09-10,G0BY,2030-01-01,,2,,1
2024-09-10,G3BM,2024-09-01,"38,61",2,,1
2024-09-10,G3BM,2024-10-01,"35,27",2,"990105,00",1
2024-09-10,G3BM,2024-12-01,"38,16",2,"22320,00",1
2024-09-10,G3BM,2025-06-01,"36,51",2,,1
2024-09-10,G3BM,2025-02-01,"38,67",2,"24864,00",1
2024-09-10,G3BM,2025-03-01,"38,21",2,"3715,00",1
2024-09-10,G3BM,2025-04-01,"37,24",2,,1
2024-09-10,G3BM,2025-05-01,"36,75",2,,1
2024-09-10,G0BY,2029-01-01,"25,34",2,,1
2024-09-10,G3BM,2025-01-01,"38,63",2,"11160,00",1
2024-09-10,G0BY,2028-01-01,"25,66",2,,1
2024-09-10,G0BM,2024-11-01,"37,80",2,"5760,00",1
2024-09-10,G0BY,2026-01-01,"33,59",2,"35040,00",1
2024-09-10,G0BY,2025-01-01,"38,46",2,"70080,00",1
2024-09-10,G0BM,2025-09-01,,2,,1
2024-09-10,G0BM,2025-08-01,"37,46",2,,1
2024-09-10,G0BM,2025-07-01,"37,36",2,,1
2024-09-10,G0BM,2025-06-01,"37,57",2,,1
2024-09-10,G0BM,2025-05-01,"37,91",2,"2232,00",1
2024-09-10,G0BM,2025-04-01,"38,44",2,"2160,00",1
2024-09-10,G0BM,2025-03-01,"38,95",2,,1
2024-09-10,G0BM,2025-02-01,"39,42",2,"2016,00",1
2024-09-10,G0BM,2025-01-01,"39,26",2,"2232,00",1
2024-09-10,G0BM,2024-12-01,"38,77",2,"7440,00",1
2024-09-10,G3BM,2025-07-01,"36,51",2,,1
2024-09-10,G0BY,2027-01-01,"28,15",2,"35040,00",1
2024-09-10,G3BM,2025-08-01,"36,59",2,,1
2024-09-10,G3BM,2026-11-01,"31,95",2,,1
2024-09-10,G3BM,2025-10-01,"36,06",2,,1
2024-09-10,G0BM,2024-10-01,"35,54",2,"37250,00",1
2024-09-10,G3BY,2030-01-01,,2,,1
2024-09-10,G3BY,2029-01-01,"24,28",2,,1
2024-09-10,G3BY,2028-01-01,"24,58",2,"43920,00",1
2024-09-10,G3BY,2027-01-01,"27,05",2,"140160,00",1
2024-09-10,G3BY,2026-01-01,"32,50",2,"770880,00",1
2024-09-10,G3BY,2025-01-01,"37,41",2,"2058600,00",1
2024-09-10,G3BM,2027-08-01,"25,30",2,,1
2024-09-10,G3BM,2027-07-01,"25,05",2,,1
2024-09-10,G3BM,2027-06-01,"25,61",2,,1
2024-09-10,G3BM,2027-05-01,"25,70",2,,1
2024-09-10,G3BM,2027-04-01,"26,29",2,,1
2024-09-10,G3BM,2027-03-01,"31,91",2,,1
2024-09-10,G3BM,2025-09-01,"36,91",2,,1
2024-09-10,G3BM,2027-02-01,"32,38",2,,1
2024-09-10,G3BM,2026-12-01,"32,38",2,,1
2024-09-10,G3BM,2026-10-01,"30,13",2,,1
2024-09-10,G3BM,2026-09-01,"30,16",2,,1
2024-09-10,G3BM,2026-08-01,"29,89",2,,1
2024-09-10,G3BM,2026-07-01,"29,84",2,,1
2024-09-10,G3BM,2026-06-01,"30,41",2,,1
2024-09-10,G3BM,2026-05-01,"30,51",2,,1
2024-09-10,G3BM,2026-04-01,"31,22",2,,1
2024-09-10,G3BM,2026-03-01,"37,62",2,,1
2024-09-10,G3BM,2026-02-01,"38,17",2,,1
2024-09-10,G3BM,2026-01-01,"38,08",2,,1
2024-09-10,G3BM,2025-12-01,"38,76",2,,1
2024-09-10,G3BM,2025-11-01,"38,24",2,,1
2024-09-10,G3BM,2027-01-01,"32,30",2,,1
2024-09-10,G0BM,2024-09-01,"38,65",2,,1
2024-09-10,FEUA,2032-12-01,"86,78",4,,3
2024-09-10,FEUA,2031-12-01,"83,78",4,,3
2024-09-10,DEPM,2025-04-01,,2,,1
2024-09-10,DEPM,2025-03-01,"92,18",2,,1
2024-09-10,DEPM,2025-02-01,"125,44",2,,1
2024-09-10,DEPM,2025-01-01,"125,60",2,,1
2024-09-10,DEPM,2024-12-01,"113,77",2,"528,00",1
2024-09-10,DEPM,2024-11-01,"113,51",2,"1260,00",1
2024-09-10,DEPM,2024-10-01,"95,50",2,"25944,00",1
2024-09-10,DEPM,2024-09-01,"95,60",2,,1
2024-09-10,DEBY,2034-01-01,"66,87",2,,1
2024-09-10,DEBY,2033-01-01,"67,17",2,,1
2024-09-10,DEBY,2032-01-01,"66,67",2,,1
2024-09-10,DEBY,2031-01-01,"68,23",2,,1
2024-09-10,DEBY,2030-01-01,"67,60",2,,1
2024-09-10,DEBY,2029-01-01,"69,10",2,,1
2024-09-10,DEBY,2028-01-01,"70,60",2,,1
2024-09-10,DEBY,2027-01-01,"74,11",2,"113880,00",1
2024-09-10,DEBY,2026-01-01,"81,75",2,"1007400,00",1
2024-09-10,DEBY,2025-01-01,"87,51",2,"8838840,00",1
2024-09-10,DEBM,2025-06-01,"77,91",2,,1
2024-09-10,DEBM,2025-05-01,"72,83",2,,1
2024-09-10,DEBM,2025-04-01,"77,76",2,,1
2024-09-10,DEBM,2025-03-01,"81,92",2,"14860,00",1
2024-09-10,DEBM,2025-02-01,"99,98",2,"2016,00",1
2024-09-10,DEBM,2025-01-01,"98,61",2,"13392,00",1
2024-09-10,DEBM,2024-12-01,"88,80",2,"188232,00",1
2024-09-10,DEBM,2024-11-01,"90,97",2,"375120,00",1
2024-09-10,DEBM,2024-10-01,"79,86",2,"2912950,00",1
2024-09-10,DEPM,2025-05-01,,2,,1
2024-09-10,DEPM,2025-06-01,,2,,1
2024-09-10,DEBM,2024-09-01,"87,90",2,,1
2024-09-10,DEPY,2026-01-01,"91,57",2,"21924,00",1
2024-09-10,DEPY,2025-01-01,"96,79",2,"25056,00",1
2024-09-10,FEUA,2030-12-01,"80,78",4,,3
2024-09-10,FEUA,2029-12-01,"77,78",4,,3
2024-09-10,FEUA,2028-12-01,"74,78",4,,3
2024-09-10,FEUA,2027-12-01,"71,82",4,,3
2024-09-10,FEUA,2027-08-01,"70,91",4,,3
2024-09-10,FEUA,2027-07-01,"70,82",4,,3
2024-09-10,FEUA,2027-06-01,"70,80",4,,3
2024-09-10,FEUA,2026-12-01,"69,30",4,"11000,00",3
2024-09-10,FEUA,2026-09-01,"68,87",4,,3
2024-09-10,FEUA,2026-08-01,"68,61",4,,3
2024-09-10,FEUA,2026-07-01,"68,44",4,,3
2024-09-10,FEUA,2026-06-01,"68,29",4,,3
2024-09-10,FEUA,2026-03-01,"67,68",4,,3
2024-09-10,FEUA,2027-03-01,"70,16",4,,3
2024-09-10,FEUA,2025-09-01,"66,66",4,,3
2024-09-10,FEUA,2025-12-01,"67,10",4,"115000,00",3
2024-09-10,DEPY,2028-01-01,"81,56",2,,1
2024-09-10,DEPY,2029-01-01,"79,84",2,,1
2024-09-10,DEPY,2030-01-01,"79,74",2,,1
2024-09-10,FEUA,2024-10-01,"64,57",4,,3
2024-09-10,FEUA,2024-11-01,"64,75",4,,3
2024-09-10,FEUA,2024-09-01,"64,37",4,"10000,00",3
2024-09-10,DEPY,2027-01-01,"85,38",2,"15660,00",1
2024-09-10,FEUA,2025-03-01,"65,63",4,"3000,00",3
2024-09-10,FEUA,2025-06-01,"66,21",4,,3
2024-09-10,FEUA,2025-07-01,"66,38",4,,3
2024-09-10,FEUA,2025-08-01,"66,46",4,,3
2024-09-10,FEUA,2024-12-01,"64,92",4,"776000,00",3
2024-09-11,G3BM,2024-11-01,"37,80",2,"381600,00",1
2024-09-11,G0BY,2030-01-01,,2,,1
2024-09-11,G3BM,2024-09-01,"38,61",2,,1
2024-09-11,G3BM,2024-10-01,"36,07",2,"978930,00",1
2024-09-11,G3BM,2024-12-01,"38,68",2,"157728,00",1
2024-09-11,G3BM,2025-06-01,"36,95",2,,1
2024-09-11,G3BM,2025-02-01,"39,12",2,"38304,00",1
2024-09-11,G3BM,2025-03-01,"38,59",2,,1
2024-09-11,G3BM,2025-04-01,"37,57",2,"2160,00",1
2024-09-11,G3BM,2025-05-01,"37,01",2,,1
2024-09-11,G0BY,2029-01-01,"25,82",2,,1
2024-09-11,G3BM,2025-01-01,"39,03",2,"56544,00",1
2024-09-11,G0BY,2028-01-01,"26,12",2,,1
2024-09-11,G0BM,2024-11-01,"38,56",2,"20880,00",1
2024-09-11,G0BY,2026-01-01,"34,02",2,"87600,00",1
2024-09-11,G0BY,2025-01-01,"38,56",2,"26280,00",1
2024-09-11,G0BM,2025-09-01,,2,,1
2024-09-11,G0BM,2025-08-01,"37,81",2,,1
2024-09-11,G0BM,2025-07-01,"37,71",2,,1
2024-09-11,G0BM,2025-06-01,"37,76",2,,1
2024-09-11,G0BM,2025-05-01,"37,92",2,,1
2024-09-11,G0BM,2025-04-01,"38,44",2,,1
2024-09-11,G0BM,2025-03-01,"39,23",2,,1
2024-09-11,G0BM,2025-02-01,"39,77",2,"672,00",1
2024-09-11,G0BM,2025-01-01,"39,58",2,"31248,00",1
2024-09-11,G0BM,2024-12-01,"39,42",2,"37944,00",1
2024-09-11,G3BM,2025-07-01,"36,86",2,,1
2024-09-11,G0BY,2027-01-01,"28,60",2,,1
2024-09-11,G3BM,2025-08-01,"36,93",2,,1
2024-09-11,G3BM,2026-11-01,"32,39",2,,1
2024-09-11,G3BM,2025-10-01,"36,18",2,,1
2024-09-11,G0BM,2024-10-01,"36,38",2,"95360,00",1
2024-09-11,G3BY,2030-01-01,,2,,1
2024-09-11,G3BY,2029-01-01,"24,75",2,,1
2024-09-11,G3BY,2028-01-01,"25,03",2,"26352,00",1
2024-09-11,G3BY,2027-01-01,"27,50",2,"271560,00",1
2024-09-11,G3BY,2026-01-01,"32,95",2,"665760,00",1
2024-09-11,G3BY,2025-01-01,"37,72",2,"1716960,00",1
2024-09-11,G3BM,2027-08-01,"25,71",2,,1
2024-09-11,G3BM,2027-07-01,"25,46",2,,1
2024-09-11,G3BM,2027-06-01,"26,03",2,,1
2024-09-11,G3BM,2027-05-01,"26,12",2,,1
2024-09-11,G3BM,2027-04-01,"26,72",2,,1
2024-09-11,G3BM,2027-03-01,"32,15",2,,1
2024-09-11,G3BM,2025-09-01,"37,26",2,,1
2024-09-11,G3BM,2027-02-01,"32,62",2,,1
2024-09-11,G3BM,2026-12-01,"32,83",2,,1
2024-09-11,G3BM,2026-10-01,"30,55",2,,1
2024-09-11,G3BM,2026-09-01,"30,42",2,,1
2024-09-11,G3BM,2026-08-01,"30,16",2,,1
2024-09-11,G3BM,2026-07-01,"30,10",2,,1
2024-09-11,G3BM,2026-06-01,"31,20",2,,1
2024-09-11,G3BM,2026-05-01,"31,31",2,,1
2024-09-11,G3BM,2026-04-01,"32,03",2,,1
2024-09-11,G3BM,2026-03-01,"37,92",2,,1
2024-09-11,G3BM,2026-02-01,"38,48",2,,1
2024-09-11,G3BM,2026-01-01,"38,38",2,,1
2024-09-11,G3BM,2025-12-01,"38,89",2,,1
2024-09-11,G3BM,2025-11-01,"38,36",2,,1
2024-09-11,G3BM,2027-01-01,"32,54",2,,1
2024-09-11,G0BM,2024-09-01,"38,65",2,,1
2024-09-11,FEUA,2032-12-01,"88,10",4,,3
2024-09-11,FEUA,2031-12-01,"85,10",4,,3
2024-09-11,DEPM,2025-04-01,,2,,1
2024-09-11,DEPM,2025-03-01,"93,53",2,,1
2024-09-11,DEPM,2025-02-01,"127,22",2,,1
2024-09-11,DEPM,2025-01-01,"126,87",2,,1
2024-09-11,DEPM,2024-12-01,"113,08",2,"2640,00",1
2024-09-11,DEPM,2024-11-01,"114,35",2,"6552,00",1
2024-09-11,DEPM,2024-10-01,"97,77",2,"19872,00",1
2024-09-11,DEPM,2024-09-01,"93,87",2,,1
2024-09-11,DEBY,2034-01-01,"67,28",2,,1
2024-09-11,DEBY,2033-01-01,"67,58",2,,1
2024-09-11,DEBY,2032-01-01,"67,08",2,,1
2024-09-11,DEBY,2031-01-01,"68,64",2,,1
2024-09-11,DEBY,2030-01-01,"68,01",2,,1
2024-09-11,DEBY,2029-01-01,"69,51",2,,1
2024-09-11,DEBY,2028-01-01,"71,01",2,,1
2024-09-11,DEBY,2027-01-01,"75,46",2,"245280,00",1
2024-09-11,DEBY,2026-01-01,"83,20",2,"797160,00",1
2024-09-11,DEBY,2025-01-01,"88,59",2,"6596280,00",1
2024-09-11,DEBM,2025-06-01,"78,71",2,,1
2024-09-11,DEBM,2025-05-01,"73,53",2,,1
2024-09-11,DEBM,2025-04-01,"78,34",2,,1
2024-09-11,DEBM,2025-03-01,"83,24",2,,1
2024-09-11,DEBM,2025-02-01,"100,60",2,"4032,00",1
2024-09-11,DEBM,2025-01-01,"100,75",2,"18600,00",1
2024-09-11,DEBM,2024-12-01,"89,80",2,"241056,00",1
2024-09-11,DEBM,2024-11-01,"91,93",2,"583200,00",1
2024-09-11,DEBM,2024-10-01,"80,63",2,"2833980,00",1
2024-09-11,DEPM,2025-05-01,,2,,1
2024-09-11,DEPM,2025-06-01,,2,,1
2024-09-11,DEBM,2024-09-01,"87,45",2,,1
2024-09-11,DEPY,2026-01-01,"92,47",2,"28188,00",1
2024-09-11,DEPY,2025-01-01,"97,93",2,"40716,00",1
2024-09-11,FEUA,2030-12-01,"82,10",4,,3
2024-09-11,FEUA,2029-12-01,"79,10",4,,3
2024-09-11,FEUA,2028-12-01,"76,10",4,,3
2024-09-11,FEUA,2027-12-01,"73,15",4,,3
2024-09-11,FEUA,2027-08-01,"72,48",4,,3
2024-09-11,FEUA,2027-07-01,"72,34",4,,3
2024-09-11,FEUA,2027-06-01,"72,22",4,,3
2024-09-11,FEUA,2026-12-01,"70,69",4,"98000,00",3
2024-09-11,FEUA,2026-09-01,"70,29",4,,3
2024-09-11,FEUA,2026-08-01,"70,03",4,,3
2024-09-11,FEUA,2026-07-01,"69,87",4,,3
2024-09-11,FEUA,2026-06-01,"69,73",4,,3
2024-09-11,FEUA,2026-03-01,"69,12",4,,3
2024-09-11,FEUA,2027-03-01,"71,59",4,,3
2024-09-11,FEUA,2025-09-01,"68,11",4,,3
2024-09-11,FEUA,2025-12-01,"68,55",4,"266000,00",3
2024-09-11,DEPY,2028-01-01,"82,45",2,,1
2024-09-11,DEPY,2029-01-01,"80,90",2,,1
2024-09-11,DEPY,2030-01-01,"80,80",2,,1
2024-09-11,FEUA,2024-10-01,"66,05",4,,3
2024-09-11,FEUA,2024-11-01,"66,23",4,,3
2024-09-11,FEUA,2024-09-01,"65,85",4,,3
2024-09-11,DEPY,2027-01-01,"85,50",2,"9396,00",1
2024-09-11,FEUA,2025-03-01,"67,10",4,"6000,00",3
2024-09-11,FEUA,2025-06-01,"67,66",4,,3
2024-09-11,FEUA,2025-07-01,"67,83",4,,3
2024-09-11,FEUA,2025-08-01,"67,91",4,,3
2024-09-11,FEUA,2024-12-01,"66,40",4,"1116000,00",3
2024-09-12,G3BM,2024-11-01,"36,87",2,"309600,00",1
2024-09-12,G0BY,2030-01-01,,2,,1
2024-09-12,G3BM,2024-09-01,"38,61",2,,1
2024-09-12,G3BM,2024-10-01,"35,19",2,"859730,00",1
2024-09-12,G3BM,2024-12-01,"37,70",2,"75144,00",1
2024-09-12,G3BM,2025-06-01,"35,92",2,,1
2024-09-12,G3BM,2025-02-01,"38,17",2,"6720,00",1
2024-09-12,G3BM,2025-03-01,"37,68",2,"7430,00",1
2024-09-12,G3BM,2025-04-01,"36,70",2,,1
2024-09-12,G3BM,2025-05-01,"36,15",2,,1
2024-09-12,G0BY,2029-01-01,"25,82",2,,1
2024-09-12,G3BM,2025-01-01,"38,05",2,"9672,00",1
2024-09-12,G0BY,2028-01-01,"25,98",2,,1
2024-09-12,G0BM,2024-11-01,"37,61",2,"8640,00",1
2024-09-12,G0BY,2026-01-01,"33,49",2,"166440,00",1
2024-09-12,G0BY,2025-01-01,"37,88",2,"192720,00",1
2024-09-12,G0BM,2025-09-01,,2,,1
2024-09-12,G0BM,2025-08-01,"36,82",2,,1
2024-09-12,G0BM,2025-07-01,"36,72",2,,1
2024-09-12,G0BM,2025-06-01,"37,02",2,,1
2024-09-12,G0BM,2025-05-01,"37,34",2,"744,00",1
2024-09-12,G0BM,2025-04-01,"37,78",2,"720,00",1
2024-09-12,G0BM,2025-03-01,"38,52",2,"7430,00",1
2024-09-12,G0BM,2025-02-01,"38,89",2,,1
2024-09-12,G0BM,2025-01-01,"38,79",2,"4464,00",1
2024-09-12,G0BM,2024-12-01,"38,35",2,"22320,00",1
2024-09-12,G3BM,2025-07-01,"35,87",2,,1
2024-09-12,G0BY,2027-01-01,"28,43",2,"78840,00",1
2024-09-12,G3BM,2025-08-01,"35,95",2,,1
2024-09-12,G3BM,2026-10-01,"30,28",2,,1
2024-09-12,G3BM,2025-10-01,"35,45",2,,1
2024-09-12,G0BM,2024-10-01,"35,48",2,"78970,00",1
2024-09-12,G3BY,2029-01-01,"24,75",2,"8760,00",1
2024-09-12,G3BY,2028-01-01,"24,89",2,"8784,00",1
2024-09-12,G3BY,2027-01-01,"27,28",2,"236520,00",1
2024-09-12,G3BY,2026-01-01,"32,41",2,"455520,00",1
2024-09-12,G3BY,2025-01-01,"36,81",2,"1138800,00",1
2024-09-12,G3BM,2027-08-01,"25,51",2,,1
2024-09-12,G3BM,2027-07-01,"25,26",2,,1
2024-09-12,G3BM,2027-06-01,"25,83",2,,1
2024-09-12,G3BM,2027-05-01,"25,91",2,,1
2024-09-12,G3BM,2027-04-01,"26,51",2,,1
2024-09-12,G3BM,2027-03-01,"31,68",2,,1
2024-09-12,G3BM,2027-02-01,"32,15",2,,1
2024-09-12,G3BM,2025-09-01,"36,26",2,,1
2024-09-12,G3BM,2027-01-01,"32,07",2,,1
2024-09-12,G3BM,2026-11-01,"32,11",2,,1
2024-09-12,G3BM,2026-09-01,"30,21",2,,1
2024-09-12,G3BM,2026-08-01,"29,95",2,,1
2024-09-12,G3BM,2026-07-01,"29,89",2,,1
2024-09-12,G3BM,2026-06-01,"30,39",2,,1
2024-09-12,G3BM,2026-05-01,"30,50",2,,1
2024-09-12,G3BM,2026-04-01,"31,20",2,,1
2024-09-12,G3BM,2026-03-01,"37,06",2,,1
2024-09-12,G3BM,2026-02-01,"37,61",2,,1
2024-09-12,G3BM,2026-01-01,"37,52",2,,1
2024-09-12,G3BM,2025-12-01,"38,10",2,,1
2024-09-12,G3BM,2025-11-01,"37,59",2,,1
2024-09-12,G3BY,2030-01-01,,2,,1
2024-09-12,G3BM,2026-12-01,"32,55",2,,1
2024-09-12,G0BM,2024-09-01,"38,65",2,,1
2024-09-12,DEPM,2025-04-01,,2,,1
2024-09-12,FEUA,2031-12-01,"84,07",4,,3
2024-09-12,DEPM,2025-03-01,"91,36",2,,1
2024-09-12,DEPM,2025-02-01,"124,50",2,,1
2024-09-12,DEPM,2025-01-01,"124,31",2,,1
2024-09-12,DEPM,2024-12-01,"110,59",2,,1
2024-09-12,DEPM,2024-11-01,"112,00",2,"11844,00",1
2024-09-12,DEPM,2024-10-01,"95,33",2,"49404,00",1
2024-09-12,DEPM,2024-09-01,"92,04",2,,1
2024-09-12,DEBY,2034-01-01,"66,99",2,,1
2024-09-12,DEBY,2033-01-01,"67,29",2,,1
2024-09-12,DEBY,2032-01-01,"66,79",2,,1
2024-09-12,DEBY,2031-01-01,"68,35",2,,1
2024-09-12,DEBY,2030-01-01,"67,72",2,,1
2024-09-12,DEBY,2029-01-01,"69,22",2,,1
2024-09-12,DEBY,2028-01-01,"70,72",2,"26352,00",1
2024-09-12,DEBY,2027-01-01,"74,81",2,"157680,00",1
2024-09-12,DEBY,2026-01-01,"82,02",2,"840960,00",1
2024-09-12,DEBY,2025-01-01,"86,60",2,"5764080,00",1
2024-09-12,DEBM,2025-06-01,"77,60",2,,1
2024-09-12,DEBM,2025-05-01,"72,25",2,,1
2024-09-12,DEBM,2025-04-01,"75,15",2,,1
2024-09-12,DEBM,2025-03-01,"81,46",2,"6687,00",1
2024-09-12,DEBM,2025-02-01,"98,51",2,"10080,00",1
2024-09-12,DEBM,2025-01-01,"97,60",2,"46128,00",1
2024-09-12,DEBM,2024-12-01,"87,04",2,"287928,00",1
2024-09-12,DEBM,2024-11-01,"89,29",2,"564480,00",1
2024-09-12,DEBM,2024-10-01,"78,34",2,"1904220,00",1
2024-09-12,DEBM,2024-09-01,"85,14",2,,1
2024-09-12,DEPM,2025-05-01,,2,,1
2024-09-12,DEPM,2025-06-01,,2,,1
2024-09-12,FEUA,2032-12-01,"87,07",4,,3
2024-09-12,DEPY,2026-01-01,"91,84",2,"6264,00",1
2024-09-12,DEPY,2025-01-01,"95,64",2,"25056,00",1
2024-09-12,FEUA,2030-12-01,"81,07",4,,3
2024-09-12,FEUA,2029-12-01,"78,07",4,,3
2024-09-12,FEUA,2028-12-01,"75,07",4,,3
2024-09-12,FEUA,2027-12-01,"72,12",4,,3
2024-09-12,FEUA,2027-08-01,"71,43",4,,3
2024-09-12,FEUA,2027-07-01,"71,33",4,,3
2024-09-12,FEUA,2027-06-01,"71,26",4,,3
2024-09-12,FEUA,2026-12-01,"69,73",4,"15000,00",3
2024-09-12,FEUA,2026-09-01,"69,33",4,,3
2024-09-12,FEUA,2026-08-01,"69,07",4,,3
2024-09-12,FEUA,2026-07-01,"68,91",4,,3
2024-09-12,FEUA,2026-06-01,"68,77",4,,3
2024-09-12,FEUA,2026-03-01,"68,17",4,,3
2024-09-12,FEUA,2027-03-01,"70,63",4,,3
2024-09-12,FEUA,2025-09-01,"67,15",4,,3
2024-09-12,FEUA,2025-12-01,"67,59",4,"123000,00",3
2024-09-12,DEPY,2028-01-01,"82,87",2,,1
2024-09-12,DEPY,2029-01-01,"80,43",2,,1
2024-09-12,DEPY,2030-01-01,"80,33",2,,1
2024-09-12,FEUA,2024-10-01,"65,09",4,,3
2024-09-12,FEUA,2024-11-01,"65,28",4,,3
2024-09-12,FEUA,2024-09-01,"64,89",4,,3
2024-09-12,DEPY,2027-01-01,"85,67",2,"9396,00",1
2024-09-12,FEUA,2025-03-01,"66,15",4,,3
2024-09-12,FEUA,2025-06-01,"66,71",4,,3
2024-09-12,FEUA,2025-07-01,"66,88",4,,3
2024-09-12,FEUA,2025-08-01,"66,96",4,,3
2024-09-12,FEUA,2024-12-01,"65,45",4,"482000,00",3
2024-09-13,G3BM,2024-11-01,"37,21",2,"291600,00",1
2024-09-13,G0BY,2030-01-01,,2,,1
2024-09-13,G3BM,2024-09-01,"38,61",2,,1
2024-09-13,G3BM,2024-10-01,"35,68",2,"1087700,00",1
2024-09-13,G3BM,2024-12-01,"37,94",2,"106392,00",1
2024-09-13,G3BM,2025-06-01,"36,33",2,,1
2024-09-13,G3BM,2025-02-01,"38,43",2,"37632,00",1
2024-09-13,G3BM,2025-03-01,"37,92",2,,1
2024-09-13,G3BM,2025-04-01,"36,96",2,,1
2024-09-13,G3BM,2025-05-01,"36,41",2,,1
2024-09-13,G0BY,2029-01-01,"25,76",2,,1
2024-09-13,G3BM,2025-01-01,"38,31",2,"2976,00",1
2024-09-13,G0BY,2028-01-01,"25,94",2,,1
2024-09-13,G0BM,2024-11-01,"37,90",2,"28800,00",1
2024-09-13,G0BY,2026-01-01,"33,72",2,"367920,00",1
2024-09-13,G0BY,2025-01-01,"38,11",2,"210240,00",1
2024-09-13,G0BM,2025-09-01,,2,,1
2024-09-13,G0BM,2025-08-01,"37,12",2,,1
2024-09-13,G0BM,2025-07-01,"37,02",2,,1
2024-09-13,G0BM,2025-06-01,"37,20",2,,1
2024-09-13,G0BM,2025-05-01,"37,37",2,,1
2024-09-13,G0BM,2025-04-01,"37,96",2,,1
2024-09-13,G0BM,2025-03-01,"38,76",2,,1
2024-09-13,G0BM,2025-02-01,"39,11",2,,1
2024-09-13,G0BM,2025-01-01,"39,07",2,,1
2024-09-13,G0BM,2024-12-01,"38,69",2,"1488,00",1
2024-09-13,G3BM,2025-07-01,"36,17",2,,1
2024-09-13,G0BY,2027-01-01,"28,55",2,"17520,00",1
2024-09-13,G3BM,2025-08-01,"36,24",2,,1
2024-09-13,G3BM,2026-11-01,"32,21",2,,1
2024-09-13,G3BM,2025-10-01,"35,74",2,,1
2024-09-13,G0BM,2024-10-01,"35,97",2,"318115,00",1
2024-09-13,G3BY,2030-01-01,,2,,1
2024-09-13,G3BY,2029-01-01,"24,69",2,,1
2024-09-13,G3BY,2028-01-01,"24,86",2,,1
2024-09-13,G3BY,2027-01-01,"27,45",2,"52560,00",1
2024-09-13,G3BY,2026-01-01,"32,62",2,"762120,00",1
2024-09-13,G3BY,2025-01-01,"37,11",2,"1410360,00",1
2024-09-13,G3BM,2027-08-01,"25,67",2,,1
2024-09-13,G3BM,2027-07-01,"25,42",2,,1
2024-09-13,G3BM,2027-06-01,"25,99",2,,1
2024-09-13,G3BM,2027-05-01,"26,08",2,,1
2024-09-13,G3BM,2027-04-01,"26,68",2,,1
2024-09-13,G3BM,2027-03-01,"32,17",2,,1
2024-09-13,G3BM,2025-09-01,"36,56",2,,1
2024-09-13,G3BM,2027-02-01,"32,65",2,,1
2024-09-13,G3BM,2026-12-01,"32,65",2,,1
2024-09-13,G3BM,2026-10-01,"30,37",2,,1
2024-09-13,G3BM,2026-09-01,"30,44",2,,1
2024-09-13,G3BM,2026-08-01,"30,17",2,,1
2024-09-13,G3BM,2026-07-01,"30,11",2,,1
2024-09-13,G3BM,2026-06-01,"30,65",2,,1
2024-09-13,G3BM,2026-05-01,"30,75",2,,1
2024-09-13,G3BM,2026-04-01,"31,46",2,,1
2024-09-13,G3BM,2026-03-01,"37,30",2,,1
2024-09-13,G3BM,2026-02-01,"37,85",2,,1
2024-09-13,G3BM,2026-01-01,"37,76",2,,1
2024-09-13,G3BM,2025-12-01,"38,42",2,,1
2024-09-13,G3BM,2025-11-01,"37,90",2,,1
2024-09-13,G3BM,2027-01-01,"32,57",2,,1
2024-09-13,G0BM,2024-09-01,"38,65",2,,1
2024-09-13,FEUA,2032-12-01,"86,63",4,,3
2024-09-13,FEUA,2031-12-01,"83,63",4,,3
2024-09-13,DEPM,2025-04-01,,2,,1
